Name,Name,Actions,Species,Database
Glucosamine,2.00E+01,substrate,Not Specified,DrugBank
Hexobarbital,2.00E+01,,Not Specified,DrugBank
Colchicine,2.00E+01,inducer,Not Specified,DrugBank
Methotrimeprazine,2.00E+01,inhibitor,Not Specified,DrugBank
Theobromine,2.00E+01,substrate,Not Specified,DrugBank
Antipyrine,2.00E+01,substrate,Not Specified,DrugBank
Flunitrazepam,2.00E+01,inhibitor,Not Specified,DrugBank
Bromazepam,2.00E+01,inhibitor,Not Specified,DrugBank
Ursodeoxycholic acid,2.00E+01,"inhibitor, inducer",Not Specified,DrugBank
Nitrazepam,2.00E+01,inhibitor,Not Specified,DrugBank
Etoricoxib,2.00E+01,inhibitor,Not Specified,DrugBank
Nicotinamide,2.00E+01,inhibitor,Not Specified,DrugBank
Phenacetin,2.00E+01,substrate,Not Specified,DrugBank
Glycerol,2.00E+01,inducer,Not Specified,DrugBank
Bifonazole,2.00E+01,inhibitor,Not Specified,DrugBank
Tirapazamine,2.00E+01,substrate,Not Specified,DrugBank
Clevidipine,2.00E+01,substrate,Not Specified,DrugBank
Iloperidone,2.00E+01,substrate,Not Specified,DrugBank
Aplidine,2.00E+01,,Not Specified,DrugBank
Trabectedin,2.00E+01,substrate,Not Specified,DrugBank
GTS-21,2.00E+01,,Not Specified,DrugBank
Rufinamide,2.00E+01,inhibitor,Not Specified,DrugBank
Dalfampridine,2.00E+01,substrate,Not Specified,DrugBank
Ethanolamine Oleate,2.00E+01,substrate,Not Specified,DrugBank
Nilvadipine,2.00E+01,substrate,Not Specified,DrugBank
Aniline,2.00E+01,substrate,Not Specified,DrugBank
Benzyl alcohol,2.00E+01,substrate,Not Specified,DrugBank
Ellagic Acid,2.00E+01,inhibitor,Not Specified,DrugBank
Fingolimod,2.00E+01,substrate,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 3A5,Actions,Not Specified,DrugBank
Cyclosporine, 3A5,"substrate, inducer",Not Specified,DrugBank
Pravastatin, 3A5,substrate,Not Specified,DrugBank
Fluvoxamine, 3A5,inhibitor,Not Specified,DrugBank
Fluconazole, 3A5,inhibitor,Not Specified,DrugBank
Troglitazone, 3A5,"inhibitor, inducer",Not Specified,DrugBank
Erythromycin, 3A5,inhibitor,Not Specified,DrugBank
Caffeine, 3A5,substrate,Not Specified,DrugBank
Sildenafil, 3A5,substrate,Not Specified,DrugBank
Reserpine, 3A5,inducer,Not Specified,DrugBank
Nelfinavir, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Indinavir, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Lovastatin, 3A5,substrate,Not Specified,DrugBank
Nevirapine, 3A5,substrate,Not Specified,DrugBank
Ziprasidone, 3A5,substrate,Not Specified,DrugBank
Dapsone, 3A5,substrate,Not Specified,DrugBank
Phenytoin, 3A5,inducer,Not Specified,DrugBank
Argatroban, 3A5,substrate,Not Specified,DrugBank
Lidocaine, 3A5,substrate,Not Specified,DrugBank
Valproic Acid, 3A5,substrate,Not Specified,DrugBank
Gefitinib, 3A5,,Not Specified,DrugBank
Codeine, 3A5,substrate,Not Specified,DrugBank
Amitriptyline, 3A5,substrate,Not Specified,DrugBank
Methadone, 3A5,substrate,Not Specified,DrugBank
Terfenadine, 3A5,substrate,Not Specified,DrugBank
Diltiazem, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Amlodipine, 3A5,substrate,Not Specified,DrugBank
Nimodipine, 3A5,substrate,Not Specified,DrugBank
Beclomethasone, 3A5,inducer,Not Specified,DrugBank
Progesterone, 3A5,substrate,Not Specified,DrugBank
Sorafenib, 3A5,substrate,Not Specified,DrugBank
Nisoldipine, 3A5,substrate,Not Specified,DrugBank
Alprazolam, 3A5,substrate,Not Specified,DrugBank
Zolpidem, 3A5,substrate,Not Specified,DrugBank
Cerivastatin, 3A5,substrate,Not Specified,DrugBank
Teniposide, 3A5,substrate,Not Specified,DrugBank
Chloramphenicol, 3A5,inhibitor,Not Specified,DrugBank
Quinine, 3A5,substrate,Not Specified,DrugBank
Fluoxetine, 3A5,substrate,Not Specified,DrugBank
Buspirone, 3A5,substrate,Not Specified,DrugBank
Oxycodone, 3A5,substrate,Not Specified,DrugBank
Flutamide, 3A5,substrate,Not Specified,DrugBank
Cimetidine, 3A5,inhibitor,Not Specified,DrugBank
Haloperidol, 3A5,substrate,Not Specified,DrugBank
Ritonavir, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Dextromethorphan, 3A5,substrate,Not Specified,DrugBank
Lercanidipine, 3A5,substrate,Not Specified,DrugBank
Erlotinib, 3A5,substrate,Not Specified,DrugBank
Cyclophosphamide, 3A5,substrate,Not Specified,DrugBank
Ciprofloxacin, 3A5,inhibitor,Not Specified,DrugBank
Nortriptyline, 3A5,substrate,Not Specified,DrugBank
Vincristine, 3A5,substrate,Not Specified,DrugBank
Carbamazepine, 3A5,inducer,Not Specified,DrugBank
Propranolol, 3A5,substrate,Not Specified,DrugBank
Clonidine, 3A5,substrate,Not Specified,DrugBank
Voriconazole, 3A5,inhibitor,Not Specified,DrugBank
Fluticasone Propionate, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Ethosuximide, 3A5,substrate,Not Specified,DrugBank
Cisapride, 3A5,substrate,Not Specified,DrugBank
Chloroquine, 3A5,substrate,Not Specified,DrugBank
Imatinib, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Nicardipine, 3A5,inhibitor,Not Specified,DrugBank
Testosterone, 3A5,substrate,Not Specified,DrugBank
Astemizole, 3A5,substrate,Not Specified,DrugBank
Simvastatin, 3A5,substrate,Not Specified,DrugBank
Estrone, 3A5,substrate,Not Specified,DrugBank
Trazodone, 3A5,substrate,Not Specified,DrugBank
Verapamil, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Aprepitant, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Tamoxifen, 3A5,substrate,Not Specified,DrugBank
Losartan, 3A5,substrate,Not Specified,DrugBank
Midazolam, 3A5,substrate,Not Specified,DrugBank
Mycophenolate mofetil, 3A5,substrate,Not Specified,DrugBank
Daunorubicin, 3A5,inducer,Not Specified,DrugBank
Eplerenone, 3A5,substrate,Not Specified,DrugBank
Amprenavir, 3A5,substrate,Not Specified,DrugBank
Delavirdine, 3A5,inhibitor,Not Specified,DrugBank
Norethindrone, 3A5,substrate,Not Specified,DrugBank
Nateglinide, 3A5,substrate,Not Specified,DrugBank
Risperidone, 3A5,substrate,Not Specified,DrugBank
Pentamidine, 3A5,substrate,Not Specified,DrugBank
Hydrocortisone, 3A5,substrate,Not Specified,DrugBank
Modafinil, 3A5,"inhibitor, inducer",Not Specified,DrugBank
Tretinoin, 3A5,substrate,Not Specified,DrugBank
Clopidogrel, 3A5,substrate,Not Specified,DrugBank
Irinotecan, 3A5,substrate,Not Specified,DrugBank
Etoposide, 3A5,"substrate, inducer",Not Specified,DrugBank
Oxcarbazepine, 3A5,inducer,Not Specified,DrugBank
Phenelzine, 3A5,inhibitor,Not Specified,DrugBank
Estradiol, 3A5,substrate,Not Specified,DrugBank
Sulfasalazine, 3A5,substrate,Not Specified,DrugBank
Alfentanil, 3A5,substrate,Not Specified,DrugBank
Fentanyl, 3A5,substrate,Not Specified,DrugBank
Disulfiram, 3A5,substrate,Not Specified,DrugBank
Diazepam, 3A5,substrate,Not Specified,DrugBank
Mifepristone, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Oxazepam, 3A5,substrate,Not Specified,DrugBank
Vardenafil, 3A5,substrate,Not Specified,DrugBank
Ranitidine, 3A5,inhibitor,Not Specified,DrugBank
Tacrolimus, 3A5,substrate,Not Specified,DrugBank
Sirolimus, 3A5,substrate,Not Specified,DrugBank
Granisetron, 3A5,substrate,Not Specified,DrugBank
Triazolam, 3A5,substrate,Not Specified,DrugBank
Ondansetron, 3A5,substrate,Not Specified,DrugBank
Cocaine, 3A5,substrate,Not Specified,DrugBank
Buprenorphine, 3A5,substrate,Not Specified,DrugBank
Salmeterol, 3A5,substrate,Not Specified,DrugBank
Zalcitabine, 3A5,substrate,Not Specified,DrugBank
Zaleplon, 3A5,substrate,Not Specified,DrugBank
Azelastine, 3A5,substrate,Not Specified,DrugBank
Telithromycin, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Felodipine, 3A5,substrate,Not Specified,DrugBank
Ketoconazole, 3A5,inhibitor,Not Specified,DrugBank
Thalidomide, 3A5,inducer,Not Specified,DrugBank
Rifampicin, 3A5,inducer,Not Specified,DrugBank
Nitrendipine, 3A5,substrate,Not Specified,DrugBank
Praziquantel, 3A5,substrate,Not Specified,DrugBank
Norfloxacin, 3A5,inhibitor,Not Specified,DrugBank
Oxybutynin, 3A5,substrate,Not Specified,DrugBank
Atorvastatin, 3A5,substrate,Not Specified,DrugBank
Fluvastatin, 3A5,substrate,Not Specified,DrugBank
Rosuvastatin, 3A5,inhibitor,Not Specified,DrugBank
Pimozide, 3A5,substrate,Not Specified,DrugBank
Quinacrine, 3A5,substrate,Not Specified,DrugBank
Chlorphenamine, 3A5,substrate,Not Specified,DrugBank
Nifedipine, 3A5,substrate,Not Specified,DrugBank
Amiodarone, 3A5,inhibitor,Not Specified,DrugBank
Dutasteride, 3A5,substrate,Not Specified,DrugBank
Nefazodone, 3A5,inhibitor,Not Specified,DrugBank
Cilostazol, 3A5,substrate,Not Specified,DrugBank
Itraconazole, 3A5,inhibitor,Not Specified,DrugBank
Phenobarbital, 3A5,inducer,Not Specified,DrugBank
Ifosfamide, 3A5,substrate,Not Specified,DrugBank
Domperidone, 3A5,substrate,Not Specified,DrugBank
Rifapentine, 3A5,inducer,Not Specified,DrugBank
Clarithromycin, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Finasteride, 3A5,substrate,Not Specified,DrugBank
Halofantrine, 3A5,substrate,Not Specified,DrugBank
Quetiapine, 3A5,substrate,Not Specified,DrugBank
Levomethadyl Acetate, 3A5,substrate,Not Specified,DrugBank
Paclitaxel, 3A5,substrate,Not Specified,DrugBank
Saquinavir, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Dexamethasone, 3A5,"substrate, inducer",Not Specified,DrugBank
Aripiprazole, 3A5,substrate,Not Specified,DrugBank
Docetaxel, 3A5,substrate,Not Specified,DrugBank
Dasatinib, 3A5,substrate,Not Specified,DrugBank
Lapatinib, 3A5,substrate,Not Specified,DrugBank
Paliperidone, 3A5,,Not Specified,DrugBank
Sunitinib, 3A5,substrate,Not Specified,DrugBank
Troleandomycin, 3A5,,Not Specified,DrugBank
Mibefradil, 3A5,inhibitor,Not Specified,DrugBank
Dexloxiglumide, 3A5,,Not Specified,DrugBank
Iloperidone, 3A5,substrate,Not Specified,DrugBank
Azimilide, 3A5,,Not Specified,DrugBank
ado-trastuzumab emtansine, 3A5,substrate,Not Specified,DrugBank
Rivaroxaban, 3A5,substrate,Not Specified,DrugBank
Udenafil, 3A5,substrate,Not Specified,DrugBank
Temsirolimus, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Saxagliptin, 3A5,substrate,Not Specified,DrugBank
Armodafinil, 3A5,inducer,Not Specified,DrugBank
Cethromycin, 3A5,substrate,Not Specified,DrugBank
Apixaban, 3A5,substrate,Not Specified,DrugBank
Axitinib, 3A5,substrate,Not Specified,DrugBank
Artemether, 3A5,substrate,Not Specified,DrugBank
Gestodene, 3A5,inhibitor,Not Specified,DrugBank
Seproxetine, 3A5,inhibitor,Not Specified,DrugBank
Cabazitaxel, 3A5,substrate,Not Specified,DrugBank
Crizotinib, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Brentuximab vedotin, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Boceprevir, 3A5,"substrate, inhibitor",Not Specified,DrugBank
Perampanel, 3A5,substrate,Not Specified,DrugBank
Enzalutamide, 3A5,inhibitor,Not Specified,DrugBank
Ponatinib, 3A5,substrate,Not Specified,DrugBank
Ibrutinib, 3A5,substrate,Not Specified,DrugBank
Daclatasvir, 3A5,substrate,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2A6,Actions,Not Specified,DrugBank
Menadione, 2A6,inhibitor,Not Specified,DrugBank
Amphetamine, 2A6,inhibitor,Not Specified,DrugBank
Nicotine, 2A6,"substrate, inhibitor",Not Specified,DrugBank
Azithromycin, 2A6,inhibitor,Not Specified,DrugBank
Eletriptan, 2A6,inducer,Not Specified,DrugBank
Nevirapine, 2A6,substrate,Not Specified,DrugBank
Diethylstilbestrol, 2A6,inhibitor,Not Specified,DrugBank
Clotrimazole, 2A6,inhibitor,Not Specified,DrugBank
Lidocaine, 2A6,substrate,Not Specified,DrugBank
Pentobarbital, 2A6,inducer,Not Specified,DrugBank
Valproic Acid, 2A6,"substrate, inducer",Not Specified,DrugBank
Acetaminophen, 2A6,substrate,Not Specified,DrugBank
Chlorzoxazone, 2A6,substrate,Not Specified,DrugBank
Clozapine, 2A6,substrate,Not Specified,DrugBank
Amlodipine, 2A6,inhibitor,Not Specified,DrugBank
Progesterone, 2A6,substrate,Not Specified,DrugBank
Rosiglitazone, 2A6,inhibitor,Not Specified,DrugBank
Dronabinol, 2A6,substrate,Not Specified,DrugBank
Montelukast, 2A6,substrate,Not Specified,DrugBank
Zidovudine, 2A6,substrate,Not Specified,DrugBank
Cyclophosphamide, 2A6,substrate,Not Specified,DrugBank
Fluorouracil, 2A6,substrate,Not Specified,DrugBank
Methoxsalen, 2A6,"substrate, inhibitor",Not Specified,DrugBank
Cinnarizine, 2A6,substrate,Not Specified,DrugBank
Cisapride, 2A6,substrate,Not Specified,DrugBank
Clofibrate, 2A6,inhibitor,Not Specified,DrugBank
Tamoxifen, 2A6,substrate,Not Specified,DrugBank
Flurazepam, 2A6,substrate,Not Specified,DrugBank
Tranylcypromine, 2A6,inhibitor,Not Specified,DrugBank
Tretinoin, 2A6,substrate,Not Specified,DrugBank
Methimazole, 2A6,inhibitor,Not Specified,DrugBank
Propofol, 2A6,substrate,Not Specified,DrugBank
Prednisolone, 2A6,inhibitor,Not Specified,DrugBank
Clomifene, 2A6,inhibitor,Not Specified,DrugBank
Buprenorphine, 2A6,inhibitor,Not Specified,DrugBank
Isoniazid, 2A6,inhibitor,Not Specified,DrugBank
Azelastine, 2A6,inhibitor,Not Specified,DrugBank
Formoterol, 2A6,substrate,Not Specified,DrugBank
Letrozole, 2A6,"substrate, inhibitor",Not Specified,DrugBank
Metyrapone, 2A6,inhibitor,Not Specified,DrugBank
Ketoconazole, 2A6,inhibitor,Not Specified,DrugBank
Methoxyflurane, 2A6,substrate,Not Specified,DrugBank
Selegiline, 2A6,substrate,Not Specified,DrugBank
Memantine, 2A6,inhibitor,Not Specified,DrugBank
Rifampicin, 2A6,"substrate, inhibitorinducer",Not Specified,DrugBank
Norfloxacin, 2A6,inhibitor,Not Specified,DrugBank
Pilocarpine, 2A6,"substrate, inhibitor",Not Specified,DrugBank
Miconazole, 2A6,inhibitor,Not Specified,DrugBank
Nifedipine, 2A6,substrate,Not Specified,DrugBank
Amiodarone, 2A6,inhibitor,Not Specified,DrugBank
Desipramine, 2A6,inhibitor,Not Specified,DrugBank
Bupropion, 2A6,substrate,Not Specified,DrugBank
Halothane, 2A6,substrate,Not Specified,DrugBank
Phenobarbital, 2A6,"inhibitor, inducer",Not Specified,DrugBank
Ifosfamide, 2A6,substrate,Not Specified,DrugBank
Dexfenfluramine, 2A6,inhibitor,Not Specified,DrugBank
Fomepizole, 2A6,inhibitor,Not Specified,DrugBank
Dexamethasone, 2A6,inducer,Not Specified,DrugBank
Sevoflurane, 2A6,substrate,Not Specified,DrugBank
Arformoterol, 2A6,substrate,Not Specified,DrugBank
Amobarbital, 2A6,inducer,Not Specified,DrugBank
Troleandomycin, 2A6,inhibitor,Not Specified,DrugBank
Antipyrine, 2A6,substrate,Not Specified,DrugBank
Flunitrazepam, 2A6,substrate,Not Specified,DrugBank
Phenacetin, 2A6,substrate,Not Specified,DrugBank
2H-1-BENZOPYRAN-2-ONE, 2A6,,Not Specified,DrugBank
Flunarizine, 2A6,substrate,Not Specified,DrugBank
Lorcaserin, 2A6,substrate,Not Specified,DrugBank
Ezogabine, 2A6,inhibitor,Not Specified,DrugBank
Aplidine, 2A6,,Not Specified,DrugBank
Dapagliflozin, 2A6,substrate,Not Specified,DrugBank
Nilvadipine, 2A6,inhibitor,Not Specified,DrugBank
Sulfaphenazole, 2A6,inhibitor,Not Specified,DrugBank
"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE", 2A6,,Not Specified,DrugBank
N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE, 2A6,,Not Specified,DrugBank
(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE, 2A6,,Not Specified,DrugBank
"4,4'-DIPYRIDYL DISULFIDE", 2A6,,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2D6,Actions,Not Specified,DrugBank
Cyclosporine, 2D6,inhibitor,Not Specified,DrugBank
Cholecalciferol, 2D6,inhibitor,Not Specified,DrugBank
Pravastatin, 2D6,inhibitor,Not Specified,DrugBank
Fluvoxamine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Amphetamine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Nicotine, 2D6,substrate,Not Specified,DrugBank
Cevimeline, 2D6,substrate,Not Specified,DrugBank
Bortezomib, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Phentermine, 2D6,inhibitor,Not Specified,DrugBank
Tramadol, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Betaxolol, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Caffeine, 2D6,substrate,Not Specified,DrugBank
Sildenafil, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Pyrimethamine, 2D6,inhibitor,Not Specified,DrugBank
Ticlopidine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Trospium, 2D6,inhibitor,Not Specified,DrugBank
Midodrine, 2D6,inhibitor,Not Specified,DrugBank
Citalopram, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Eletriptan, 2D6,substrate,Not Specified,DrugBank
Nelfinavir, 2D6,inhibitor,Not Specified,DrugBank
Indinavir, 2D6,inhibitor,Not Specified,DrugBank
Lovastatin, 2D6,inhibitor,Not Specified,DrugBank
Reboxetine, 2D6,"inhibitor, inducer",Not Specified,DrugBank
Nevirapine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Ranolazine, 2D6,inhibitor,Not Specified,DrugBank
Benzatropine, 2D6,substrate,Not Specified,DrugBank
Ziprasidone, 2D6,inhibitor,Not Specified,DrugBank
Clotrimazole, 2D6,inhibitor,Not Specified,DrugBank
Sulfanilamide, 2D6,inhibitor,Not Specified,DrugBank
Metoprolol, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Ropinirole, 2D6,inhibitor,Not Specified,DrugBank
Amsacrine, 2D6,substrate,Not Specified,DrugBank
Theophylline, 2D6,substrate,Not Specified,DrugBank
Lidocaine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Clemastine, 2D6,inhibitor,Not Specified,DrugBank
Venlafaxine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Atomoxetine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Morphine, 2D6,substrate,Not Specified,DrugBank
Ropivacaine, 2D6,substrate,Not Specified,DrugBank
Bupivacaine, 2D6,substrate,Not Specified,DrugBank
Acetaminophen, 2D6,substrate,Not Specified,DrugBank
Gefitinib, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Codeine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Amitriptyline, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Hydromorphone, 2D6,substrate,Not Specified,DrugBank
Ipratropium bromide, 2D6,substrate,Not Specified,DrugBank
Methadone, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Olanzapine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Nitrofural, 2D6,substrate,Not Specified,DrugBank
Omeprazole, 2D6,inhibitor,Not Specified,DrugBank
Terfenadine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Diltiazem, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Protriptyline, 2D6,substrate,Not Specified,DrugBank
Clobazam, 2D6,inhibitor,Not Specified,DrugBank
Chlorzoxazone, 2D6,substrate,Not Specified,DrugBank
Mefloquine, 2D6,inhibitor,Not Specified,DrugBank
Vinorelbine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Clozapine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Mirtazapine, 2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank
Timolol, 2D6,substrate,Not Specified,DrugBank
Palonosetron, 2D6,substrate,Not Specified,DrugBank
Mexiletine, 2D6,substrate,Not Specified,DrugBank
Amlodipine, 2D6,inhibitor,Not Specified,DrugBank
Progesterone, 2D6,substrate,Not Specified,DrugBank
Sorafenib, 2D6,inhibitor,Not Specified,DrugBank
Remoxipride, 2D6,substrate,Not Specified,DrugBank
Rosiglitazone, 2D6,inhibitor,Not Specified,DrugBank
Methylphenidate, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Zolpidem, 2D6,substrate,Not Specified,DrugBank
Triprolidine, 2D6,inhibitor,Not Specified,DrugBank
Prochlorperazine, 2D6,substrate,Not Specified,DrugBank
Cerivastatin, 2D6,inhibitor,Not Specified,DrugBank
Lansoprazole, 2D6,inhibitor,Not Specified,DrugBank
Pethidine, 2D6,substrate,Not Specified,DrugBank
Loratadine, 2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank
Imipramine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Quinine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Fluoxetine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Chlordiazepoxide, 2D6,substrate,Not Specified,DrugBank
Duloxetine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Chlorpromazine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Celecoxib, 2D6,inhibitor,Not Specified,DrugBank
Buspirone, 2D6,substrate,Not Specified,DrugBank
Darifenacin, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Oxycodone, 2D6,substrate,Not Specified,DrugBank
Cimetidine, 2D6,inhibitor,Not Specified,DrugBank
Haloperidol, 2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank
Ritonavir, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Dextromethorphan, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Carteolol, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Lercanidipine, 2D6,inhibitor,Not Specified,DrugBank
Erlotinib, 2D6,substrate,Not Specified,DrugBank
Cyclophosphamide, 2D6,substrate,Not Specified,DrugBank
Mephenytoin, 2D6,substrate,Not Specified,DrugBank
Nortriptyline, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Amoxapine, 2D6,substrate,Not Specified,DrugBank
Zafirlukast, 2D6,inhibitor,Not Specified,DrugBank
Hydroxyzine, 2D6,inhibitor,Not Specified,DrugBank
Cephalexin, 2D6,substrate,Not Specified,DrugBank
Cinnarizine, 2D6,substrate,Not Specified,DrugBank
Vinblastine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Propranolol, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Fenfluramine, 2D6,inhibitor,Not Specified,DrugBank
Clonidine, 2D6,substrate,Not Specified,DrugBank
Lisuride, 2D6,substrate,Not Specified,DrugBank
Doxazosin, 2D6,substrate,Not Specified,DrugBank
Piperazine, 2D6,substrate,Not Specified,DrugBank
Labetalol, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Cisapride, 2D6,inhibitor,Not Specified,DrugBank
Chloroquine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Bisoprolol, 2D6,substrate,Not Specified,DrugBank
Amodiaquine, 2D6,inhibitor,Not Specified,DrugBank
Imatinib, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Nicardipine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Fluphenazine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Efavirenz, 2D6,inhibitor,Not Specified,DrugBank
Niacin, 2D6,inhibitor,Not Specified,DrugBank
Dexmedetomidine, 2D6,inhibitor,Not Specified,DrugBank
Astemizole, 2D6,substrate,Not Specified,DrugBank
Simvastatin, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Dextropropoxyphene, 2D6,inhibitor,Not Specified,DrugBank
Trazodone, 2D6,substrate,Not Specified,DrugBank
Verapamil, 2D6,inhibitor,Not Specified,DrugBank
Histamine Phosphate, 2D6,inhibitor,Not Specified,DrugBank
Galantamine, 2D6,substrate,Not Specified,DrugBank
Tamoxifen, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Thioridazine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Nicergoline, 2D6,substrate,Not Specified,DrugBank
Amprenavir, 2D6,substrate,Not Specified,DrugBank
Methazolamide, 2D6,inhibitor,Not Specified,DrugBank
Delavirdine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Tamsulosin, 2D6,substrate,Not Specified,DrugBank
Paroxetine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Trimipramine, 2D6,substrate,Not Specified,DrugBank
Nateglinide, 2D6,substrate,Not Specified,DrugBank
Risperidone, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Pentamidine, 2D6,substrate,Not Specified,DrugBank
Carbinoxamine, 2D6,inhibitor,Not Specified,DrugBank
Epinastine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Tranylcypromine, 2D6,inhibitor,Not Specified,DrugBank
Dolasetron, 2D6,substrate,Not Specified,DrugBank
Methimazole, 2D6,inhibitor,Not Specified,DrugBank
Tripelennamine, 2D6,inhibitor,Not Specified,DrugBank
Minaprine, 2D6,substrate,Not Specified,DrugBank
Biperiden, 2D6,inhibitor,Not Specified,DrugBank
Propofol, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Mifepristone, 2D6,inhibitor,Not Specified,DrugBank
Brompheniramine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Loperamide, 2D6,substrate,Not Specified,DrugBank
Donepezil, 2D6,substrate,Not Specified,DrugBank
Perphenazine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Pseudoephedrine, 2D6,substrate,Not Specified,DrugBank
Terbinafine, 2D6,inhibitor,Not Specified,DrugBank
Ranitidine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Alprenolol, 2D6,substrate,Not Specified,DrugBank
Granisetron, 2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank
Ondansetron, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Cocaine, 2D6,inhibitor,Not Specified,DrugBank
Quinidine, 2D6,inhibitor,Not Specified,DrugBank
Phenformin, 2D6,substrate,Not Specified,DrugBank
Almotriptan, 2D6,substrate,Not Specified,DrugBank
Buprenorphine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Cyclobenzaprine, 2D6,substrate,Not Specified,DrugBank
Tipranavir, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Mesoridazine, 2D6,substrate,Not Specified,DrugBank
Maprotiline, 2D6,substrate,Not Specified,DrugBank
Zalcitabine, 2D6,substrate,Not Specified,DrugBank
Fexofenadine, 2D6,inhibitor,Not Specified,DrugBank
Isoniazid, 2D6,inhibitor,Not Specified,DrugBank
Hydrocodone, 2D6,substrate,Not Specified,DrugBank
Pindolol, 2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank
Desloratadine, 2D6,inhibitor,Not Specified,DrugBank
Azelastine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Telithromycin, 2D6,inhibitor,Not Specified,DrugBank
